,Adipose Fin,Anal Fin,Body,Caudal Fin,Dorsal Fin,Eye,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
175,"[-0.1917756388146435, 1.0054245602705736, 0.254412617016334]","[-0.07309473133226627, 1.00137322730572, 0.2802553954084959]","[-0.04494175234924681, 0.9222500354494889, 0.0937186586382911]","[-0.16124413615489416, 0.8008793385062214, 0.27622241071616604]","[-0.1444345332052674, 1.2320647593924527, 0.11063871684614933]","[-0.02691688571793125, 1.2243737408645852, -0.178305319377017]","[-0.0059502404414665195, 1.2303740929585447, -0.15651021051724145]","[0.07395691357817522, 1.1921939283364946, -0.08761141427788183]","[0.05328110742313224, 1.096306477875266, 0.14754108859758253]",2997,cjn1gsu248d040733a5ivw2cu
176,"[-0.03237751495621938, 0.9821301972284573, 0.016130947084469455]","[0.08383354337838887, 0.9812460648826102, 0.055608241738326986]","[0.13330577227597748, 0.838281123098768, -0.12225592683723416]","[-0.06321119518621734, 1.0322533101470774, 0.10810458950331872]","[0.04160033403688904, 0.9205961912760434, -0.12639858533429116]","[0.20402345391701665, 0.7047148255998359, -0.30222339463374115]","[0.20827701054709816, 0.716507828383069, -0.2944040233488127]","[0.27560980436700416, 0.767086990669087, -0.2217038070521647]","[0.2300875702497044, 0.9335762998831422, -0.05485786658108482]",3164,cjn1ixlpu9d2d07331rqxdtwp
177,"[-0.13676605296340202, 0.8135267335472129, -0.02159736563572124]","[-0.017421754579329637, 0.7915990930826003, -0.03450344604154866]","[-0.04035690421261171, 0.8065530126797388, -0.16308005731281236]","[-0.07949315193885895, 0.7235155250018794, 0.06267827399457435]","[-0.12211274732819746, 0.8811346900097106, -0.1705755550574951]","[-0.06072634479156136, 0.9051629765615705, -0.4067304706219995]","[-0.045294426888407055, 0.9020497437944296, -0.38701857384505434]","[0.025735024824412794, 0.933361252527213, -0.3372287179532361]","[0.061466627707868565, 0.8871050485433907, -0.14986543581357278]",2773,cjn1j3gm59g6c0733t9i1tddp
178,"[-0.22965479966797314, 0.7955162416333402, -0.37201072327295825]","[-0.13252337720498505, 0.7387222059998875, -0.3749267684795266]","[-0.11769698261362266, 0.8694083231552677, -0.29299564017849045]","[-0.2522663662458601, 0.7754467808198998, -0.47626234817928365]","[-0.1850620149564014, 0.8950091118526239, -0.25903519789550306]","[-0.04070240575443529, 1.010654702087357, -0.09485958155104295]","[-0.03193153898353664, 1.0313685415633256, -0.11831044135889447]","[0.048218803588043334, 1.000412905964575, -0.19616395090644823]","[-0.048343855132305234, 0.8469240825345347, -0.32331194570115934]",2121,cjn1hg7168nu90733u1a1s7go
179,"[-0.04017058429215717, 0.8888671807673436, -0.3804230835424594]","[-1.1783533238900048, -25.432965761447505, 5.918353356593594]","[-0.04646244494037326, 0.8758626745934947, -0.21706321380903498]","[0.04301163052177053, 0.7582785746224727, -0.43307986383227326]","[-0.13106281011498128, 0.9358826302463374, -0.23133165831693694]","[-0.20232871379830683, 0.9362277710310948, -0.0020516572051298577]","[-0.17180795900763, 0.9425251113557329, -0.011938694850836998]","[-0.08642902178527934, 0.9222922250833037, -0.06761836133961595]","[0.03520951627246834, 0.45728171760079384, -0.17704979339529017]",1957,cjn1gvwtvtqql0710uwr5qzmv
180,"[0.1577110955162509, 1.020118785990998, -0.37066667997305747]","[0.2746429787881508, 1.0352347938714026, -0.3316558272703376]","[0.12197170671206287, 1.0048405244751173, -0.1657025141717027]","[0.24513571402772671, 0.8725028525499792, -0.43283911684719817]","[0.031169671716756584, 1.1101232559446574, -0.19872328678340936]","[-0.027988932506204274, 1.1254108765843966, 0.08133844934630502]","[-0.008005635835667747, 1.114377904214522, 0.06538896768407013]","[0.09918130970033255, 1.0848864405837984, 0.04814046225790014]","[0.25505513803112606, 1.0893262856908765, -0.1678558159632412]",3164,cjn1iccgk927q0733pupzacm1
181,"[0.3218582236846129, 1.0044427319119995, -0.22686918568411715]","[14.107876062122726, 28.733757181526435, -2.6228299394617336]","[0.3949345528344942, 0.9997939141255393, -0.05820324543866549]","[0.3752028870354435, 1.0344060647495952, -0.34935904134719326]","[0.30224905748879777, 0.9721005177504534, -0.05117904726488772]","[0.3254933920297011, 0.9537810134864292, 0.174641636202555]","[0.34765666053637495, 0.9500020916631293, 0.15823493855034063]","[0.4177225166328349, 0.959231414585887, 0.09495828268031006]","[0.22705880583079163, 0.4999550765966349, -0.11235662555071835]",1957,cjn1gi5ahtk6807106eu00rg3
182,"[0.22435952569347398, 1.1525337483468037, -0.4270022890693748]","[0.3261027695731205, 1.188414328049134, -0.37024747544272585]","[0.12783764296833336, 1.2067360703540264, -0.2571032513274357]","[0.35691658747664506, 1.0492285303305504, -0.46771255358399993]","[0.06367365070757701, 1.2358906219536907, -0.3022787369192204]","[-0.13435954344292927, 1.3119890204102873, -0.04885226378071357]","[-0.10670180553374052, 1.3371935766087213, -0.06145402116043208]",,"[0.23148652857193075, 1.2641544397549254, -0.2309228166705891]",2997,cjn1g0nf581ee07335lj6jsph
183,"[-0.5081897182646669, 0.9323679914485892, -0.2818779929833058]","[-0.3360312154110885, 0.8874505608581315, -0.29596115847038684]","[-0.2878105460279758, 0.7568495071295172, -0.07980578968836562]","[-0.4320267704099471, 0.8650031947781541, -0.39740517979827233]","[-0.4361863179971018, 0.8980993577006258, -0.09071847926696236]","[-0.2575085462126614, 0.638047253518678, 0.14740651263013943]","[-0.2395331317300597, 0.6585523875849962, 0.1372138150892868]","[-0.21076391513721074, 0.7564656340475397, 0.054271602810656946]","[-0.20953952236745446, 0.8721878152511494, -0.14779406479376203]",2997,cjn1gh80mtji70710k5enc0n0
184,"[-0.15752008000594195, 0.9647483081470271, -0.37648349414546944]","[-0.026716540355804848, 0.9369930037134875, -0.38268889015354846]","[-0.011348566631280813, 1.0170244866823983, -0.2328682286272172]","[-0.15595271391020105, 0.7882890361459395, -0.4486485758838251]","[-0.08829298194774653, 1.1233564661504425, -0.22702447263812342]","[0.043941933582921415, 1.1664422619627934, 0.049061924503583064]","[0.0654706404843563, 1.1906025492790138, 0.031670195465519566]","[0.12248214771899263, 1.1306267505910568, -0.047929041435849834]","[0.10054864469310673, 1.084362729168432, -0.2764405981233141]",2997,cjn1go37btne7071072i75if8
185,"[-0.212166072729842, 0.9989455930407456, -0.37522639205232633]","[-0.06192620279795947, 0.9903155712941569, -0.39872619679868254]","[-0.03194926029762605, 1.0431084325215825, -0.20519178567778718]","[-0.18243074763441178, 1.0185560593734402, -0.49069096752933483]","[-0.12761842915010266, 1.070577440437971, -0.1530275242242983]",,"[0.08075569313834956, 1.1867531423508324, 0.08112479395126782]","[0.17521098446191447, 1.124065469252412, 0.02921584857017997]","[0.09395066497210808, 1.0425649358466087, -0.2618620399452548]",4480,cjn1hke4k8pbw0733zp36w2fn
186,"[-0.25284626306385627, 0.7069711560654602, -0.25081171301006394]","[-0.13111141151540934, 0.7264186646602209, -0.27347924476226176]","[-0.1349806183683407, 0.6994859617443157, -0.14604362780566865]","[-0.20711955268542995, 0.5649092519477767, -0.3291124856055221]","[-0.22620469409732966, 0.8395630602614136, -0.09740509894980633]",,"[-0.09408192903493871, 0.9769104391140435, 0.07137382029474475]","[-0.03128115339349585, 0.9231098623138501, 0.03630763255258004]","[-0.03653411918413446, 0.8096091768438441, -0.15158912205722935]",2773,cjn1iuipl9b9k073341qeq5nb
187,"[-0.3154811465371828, 1.0354555449176863, 0.12176548201803401]","[-0.1767174217951036, 1.0080401085187942, 0.12902491356509646]","[-0.15148519824101853, 0.9519739194618088, -0.05505267148819248]","[-0.2852725924830706, 0.9902377046953387, 0.23138861520536516]","[-0.2809993569974115, 1.0962437256700677, -0.08566239750701893]","[-0.09468538941442504, 0.8719253201935425, -0.2936748793001467]","[-0.07259957035584585, 0.8749916557034705, -0.2754038256181631]","[-0.02353662520219521, 0.9175799504771662, -0.2001025094947386]","[-0.07118781092936804, 0.9707008019399895, 0.005114831275912931]",4480,cjn1i3za08xsz0733vsnse3io
188,"[0.15635081835270553, 1.0239553014964538, 0.08382742326477788]","[0.24568841866545132, 1.0302570031753837, 0.031342716768898195]","[0.047108795255582224, 0.9586158252019159, -0.07982928761847746]","[0.29043642850482987, 1.006233931848759, 0.1578996469515242]","[-0.033266114014184965, 1.025470923285423, -0.044837756223172036]","[-0.16637140672073325, 0.8647373943312684, -0.20679505179157728]","[-0.14347853011129633, 0.873395784445906, -0.21401999843809466]","[-0.036646530105809136, 0.9025674526623989, -0.1776567571053391]","[0.149838775002961, 0.999012181183436, -0.09781916793871084]",3164,cjn1iavcxufqt0710msfwqag2
189,"[-0.29133337583394797, 0.8532597340829675, -0.14700054637681548]","[-0.17875901545801076, 0.8652994752180817, -0.1372005601240403]","[-0.2304207731780587, 0.9129449010757401, -0.060379893999807054]","[-0.22367333358807606, 0.7673604547755833, -0.22341519771636661]","[-0.3296126021850821, 0.94662260438497, -0.047513863709725705]",,"[-0.2377015978692153, 1.0861410922026475, 0.0853174489251306]","[-0.18375073257382707, 1.0498310748404927, 0.062463265531781054]","[-0.17000599743515651, 1.0894538947126111, -0.05670902619848598]",2121,cjn1h73x4tw1r0710g65fy2gl
190,"[-0.1271922349219861, 1.15041104743681, -0.49395047596947883]","[-0.03860229565327586, 1.1341873875461785, -0.5336025173754114]","[0.05062441055766628, 1.201807949145236, -0.41103841556808823]","[-0.16458642569853071, 1.105374679766399, -0.5805775699167416]","[-0.022963040097176757, 1.2944673196306264, -0.3878791228912957]","[0.21460314972028652, 1.255922118625249, -0.20648010840593478]","[0.22382429708549284, 1.2632353057715484, -0.23142019570465988]","[0.23519811529578555, 1.2191117124144373, -0.3191081278162599]","[0.09348878800798302, 1.1530911006000655, -0.4701243978024462]",2121,cjn1hmpvpu3rd0710h06h6d3b
191,"[-0.5437922175231699, 1.1906732012046188, -0.22596885936854255]","[-0.40286790822050583, 1.1672555699083762, -0.23052036674873239]","[-0.41858339453616294, 1.1218036713565978, -0.05312726890231931]","[-0.47504597167460916, 1.123839850075164, -0.32492505565783103]","[-0.5171676536947002, 1.1598996225911102, -0.04187850732194489]","[-0.4214819651152998, 1.0646800898894504, 0.1781408061081432]","[-0.40518074771275586, 1.0960082455656046, 0.16958966393968095]","[-0.3404888827299143, 1.068215583073826, 0.08299157808158183]","[-0.3322343223523387, 1.1362875915053217, -0.09269585255683993]",1957,cjn1gbs1utg870710znxya51p
192,"[-0.3282312201343416, 0.6703704482312433, -0.1898457755183873]","[-0.19170249498197667, 0.6640295271003428, -0.18403481488330733]","[-0.20562137329338978, 0.7196083395424326, -0.09861781314123164]","[-0.28178909687299225, 0.5295792679356703, -0.28100007264313437]","[-0.28028613287596715, 0.807650635536089, -0.04254721905633661]",,"[-0.14395021890357645, 0.9289793110116471, 0.0979646799465821]",,,2997,cjn1gg8dm877f0733c4fvfuet
193,"[-0.27212506796040326, 0.9693017278058298, 0.07433164060244508]","[-0.18217815809130938, 1.0407907809518855, 0.11033820867131822]","[-0.14634999935090368, 1.0171452855950067, -0.0699012423231445]","[-0.26881174742760366, 0.8966607537257361, 0.16293234344221963]","[-0.23183026151476027, 1.0813268649816614, -0.07863559022604957]","[-0.11684122384365886, 1.0310205884805788, -0.32180911233176374]","[-0.10216077256158063, 1.03928669919615, -0.30583454006081645]","[-0.03783528096899983, 1.0425698521487519, -0.23770180205384275]","[-0.06786113544629664, 1.095323750615484, -0.018873206225294113]",2997,cjn1glzn6tm9d0710byj6j4uw
194,"[-0.18281521599016443, 1.1725998537726396, -0.27039736247418644]","[-0.06706072016728155, 1.1645702437081904, -0.2942020499017707]","[-0.05514828052595367, 1.0912653629333289, -0.12703644714466772]","[-0.1766201279205768, 1.1617606632521644, -0.3720454540895675]","[-0.13136200822797323, 1.1677940933730349, -0.11878397793187237]","[-0.03465487490681886, 1.0677660507804299, 0.09110771099042432]","[-0.016525372113265237, 1.0616105189064462, 0.07531440972855473]","[0.04464290888402492, 1.0887028938772845, 0.0015002850284274339]","[0.020457950449172053, 1.1562134929393906, -0.18726416027649037]",1957,cjn1gvfp0tqjj0710nobde65m
195,"[0.17516098882997055, 1.1489715191642889, -0.16630497610739722]","[0.2963220137089863, 1.125267971614289, -0.18524207857511443]","[0.16120278680596026, 0.928658859622775, -0.3236672227814159]","[0.2533703779758154, 1.1423248648425863, -0.07714070271895797]","[0.0929051428532871, 1.0269574580746241, -0.30557075213294704]","[0.08104514560408643, 0.6942714037696891, -0.428428779720818]","[0.11305455752486272, 0.8188085702985559, -0.47951441039704057]","[0.20385432566870967, 0.8862010769395381, -0.43429416694098794]","[0.30024671948910464, 1.0564138109750216, -0.31667649032191736]",2773,cjn1jk2zz9phm0733nsz4kynw
196,"[0.03617518527185799, 0.528475220789912, 0.0694752525212925]","[0.15759936468134425, 0.5004074240714876, 0.06283930221987666]","[0.13314997469460219, 0.584425783775491, -0.07299599679027712]","[0.08579173000790512, 0.6832668882503997, 0.27356054148639314]","[0.05211581484453397, 0.6509381271638334, -0.09658661692031958]","[0.12089272008000622, 0.5523459679256869, -0.3277689528932928]","[0.13659492787260852, 0.5926911817298254, -0.3232168962284121]","[0.210290136738475, 0.641528873051599, -0.26648736437738435]","[0.251595097954394, 0.5990251581470138, -0.06773398097440961]",3164,cjn1i4qgvuchm0710rj6ejy7b
197,"[-0.162402071593122, 1.064196259467693, -0.40018987944627105]","[-0.06595731515275743, 1.04941373347698, -0.4305475813717185]","[-0.021306373652220153, 1.1074582769425403, -0.291640609695765]","[-0.17472322716901326, 0.9728095680019562, -0.47959798857429886]","[-0.10071248306498802, 1.1166352043756422, -0.26323211057711177]","[0.07322222332402338, 1.2302123084972814, -0.08013303635829004]","[0.09107482330028463, 1.2202481850618396, -0.0998546525462471]","[0.1162523302369414, 1.217416169526358, -0.17626190907977846]","[0.04737847530535712, 1.1337155990906582, -0.35374766492760795]",2121,cjn1h6bgetvmh0710cmcpd42c
198,"[-0.10082031340857729, 0.9366495265978096, 0.22435989722223829]","[0.030003545219285232, 0.9257416782255762, 0.23311177549721734]","[0.015105849781091338, 0.9103625005309891, 0.049506747485729835]","[-0.09031920661469636, 0.7790003687231903, 0.2942601106637041]","[-0.07495864062516243, 0.9780240315300729, 0.04380870405193711]","[0.023919321928783183, 0.9803497275091291, -0.22161249236050998]","[0.044161351164128865, 1.028441177529072, -0.2127311315242379]","[0.11118899642770871, 0.9797550227923381, -0.12925506745354584]","[0.13084834067256546, 1.026626888348797, 0.10366469192264552]",4480,cjn1i4k1k8y400733g6tj2ckq
199,,"[0.009403171304742046, 1.0329515415291337, 0.08925173597829623]","[0.1257933277983446, 1.0580958201846402, -0.07203409091801172]","[-0.16541610619593328, 0.9154336473992989, 0.08278740346469676]","[0.05588559360591974, 1.1649400966195678, -0.10148499468466746]","[0.3015171989168314, 1.2220702302402067, -0.3444282118554014]","[0.3132908974730573, 1.2138088042840829, -0.31469962541181007]","[0.3569606050863485, 1.149626754709022, -0.24336775055894763]","[0.19676331404604855, 1.0440049434786007, -0.01757617455255288]",2997,cjn1fkl2ct5g30710hrq0an2d
200,"[-0.140805852926612, 1.101709635391272, 0.053597786362870124]","[-0.02376477883776442, 1.1155115334005468, 0.06762859824828309]","[-0.010361434504191355, 0.9940506246073711, -0.12653715724448705]","[-0.1093235677153593, 0.9535028096406027, 0.15062309046052644]","[-0.0913970391491384, 1.111283743224634, -0.12843599135239794]","[-0.011169159694643117, 0.9617347712861428, -0.3760777311540627]","[0.009775431497512194, 0.9891286906381718, -0.36531795050191024]","[0.0893009339867803, 1.018582790289187, -0.30203389439584916]","[0.08875462384555176, 1.0654647231674215, -0.08247838535552814]",2997,cjn1fsx9ct8kq0710jqy1m68j
201,"[0.21754812102036422, 0.7572753831508542, -0.11925420579711228]","[0.36625123155227496, 0.805735319915483, -0.10529689564123763]","[0.28552093288579694, 0.8760669246917222, 0.009682481821600558]","[0.2989044813881799, 0.7368712598311767, -0.22502667510216054]","[0.19367774643176203, 0.8816219855538405, 0.026977532637089723]","[0.1839524436529712, 0.9748934938477823, 0.2302158332199017]","[0.20471231696739098, 0.9558536100666628, 0.21471264279712282]",,"[0.40908250326837475, 0.9285990461678879, 0.03320007252461147]",1957,cjn1gsgyf8cum07331ulk8jrg
202,"[-0.03380332662904806, 0.8468108721641779, 0.12019362767140503]","[0.09036446483080109, 0.8390204143644577, 0.09289486571595235]","[-0.015029347984691722, 0.8816147965702923, -0.06460799167958813]","[0.04196026001139795, 0.736546975711414, 0.20744111441366025]","[-0.11205163610248907, 0.9504565545737698, -0.04917773030313622]","[-0.11101296077503052, 0.8828608750788004, -0.32541621898097606]","[-0.100522741645385, 0.9060015824741269, -0.31475821418561856]","[-0.01275190616996579, 0.9201563690903718, -0.24988539128372173]","[0.10531032175434107, 0.9369537467955308, -0.0594324578806637]",3164,cjn1ix3l99cpv0733u97q2mle
203,"[0.07516907077880776, 1.1114303568657184, 0.04271765578273703]","[0.21292931382843724, 1.1157590801495423, 0.01841637739788954]","[0.05090145879126693, 1.0233383437745636, -0.14380361453038126]","[0.19422157614082228, 1.1164542525951242, 0.15397172162592493]","[-0.02790957805341415, 1.159470529370266, -0.1170090307933981]","[-0.1061724197488053, 0.9000615271351431, -0.3294816795815875]","[-0.08636249624040296, 0.8948670636400241, -0.31948855605602605]","[0.00781877291203831, 0.8863749238129368, -0.27173860113950815]","[0.19748860078163005, 1.1224502648870787, -0.15318623131885567]",3164,cjn1i3qnc8xoy0733o0gxrgj6
