,Adipose Fin,Anal Fin,Caudal Fin,Dorsal Fin,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
1323,,"[0.0358968948723025, -0.8026961896213999, 0.18061245874868967]","[0.18088452046749848, -0.8692567891911659, 0.3232255554883214]","[0.09017541160136802, -0.7144585903664914, -0.033168018376948785]","[0.047191702869222724, -0.6707190445260924, -0.2641291906856423]","[-0.06610542375585725, -0.6655894062519248, -0.21125039509891708]",,3148,9108
1324,"[0.13495414199153496, -0.6395604681780769, -0.2748656286616867]","[-0.004842095321495039, -0.6478656476635177, -0.2725551902501836]","[0.11211488736245269, -0.700504321932176, -0.4258439721920884]",,"[0.0061513105805356865, -0.7468016913640059, 0.23443378072344812]","[-0.10979630213366312, -0.7139335516359385, 0.16491939203129527]",,4592,5490
1325,,,,,"[0.1698342455040646, -0.9993279852163441, 0.34011066152627517]",,,4480,2189
1326,"[-0.03797709724963314, -0.5300091835537789, 0.004946859253641686]","[-0.1504355839751053, -0.5269910483370179, 0.01828986679114319]","[-0.04386262464966694, -0.5276016268299349, 0.12279104283927553]",,"[-0.15081578855939343, -0.5700450252688655, -0.35018980204236816]","[-0.19531800872223493, -0.4958333873567043, -0.27612168052586517]",,1673,15504
1327,"[-0.0479787850312293, -0.6427250873876215, -0.24567137591591298]","[-0.18095102866047358, -0.5977774061462438, -0.24857625233900732]","[-0.052045523117090514, -0.6145515418474276, -0.36391147768698606]","[-0.07256619825654835, -0.6905972063418964, -0.06966943278691874]","[-0.19250186087812654, -0.7229069876851649, 0.2057670877225907]","[-0.2725322186317447, -0.6743446646820557, 0.10419968039533316]","[-0.2682496102145053, -0.6160429263925912, -0.11021726539114556]",3263,13086
1328,"[0.2621704554358046, -0.7016751475038504, -0.28859307461362355]","[0.11841390975710334, -0.7119591949591334, -0.29595643914268827]","[0.21927212494497084, -0.7239328302917264, -0.434008961397176]","[0.25186687537094987, -0.7508187076195393, -0.1014234013682758]","[0.2772866563711735, -0.8386079020898658, 0.26681866011154054]","[0.10228977205850066, -0.8298211597432321, 0.19420099451287964]","[0.033104180948864574, -0.7391821040262203, -0.11268664511479465]",5395,6682
1329,,,"[1.310796100145796, -2.460829632057557, 1.3470290337446824]",,,,,2121,2997
1330,,,,,,,,4665,11030
1331,,,"[-0.13117877776235118, 3.5613413687280033, 1.988020117664078]","[0.2994711443067123, -0.6151520490760787, -0.14661386370109053]","[0.31332764217728676, -0.682236275609558, 0.13782729641990077]","[0.21722123039907282, -0.6607307085112949, 0.09059780952866518]",,6355,14599
1332,"[0.06169431990179974, -0.767568997751229, 0.32856273187247115]","[-0.09743201244061007, -0.7969041386699678, 0.33460902767174966]",,"[0.014175435675481837, -0.714387277945796, 0.0680484746576474]","[-0.09676823694053024, -0.611669608507784, -0.22785904901354287]","[-0.19419279591748587, -0.622943410116914, -0.13902130294619702]","[-0.23105461248315035, -0.7172533644853818, 0.13764963593534724]",5240,16318
1333,"[-0.16033012428276305, -0.6366289495623015, 0.14242642910749048]","[-0.30800391188441656, -0.65974185832025, 0.13707341822152666]","[-0.24357312994350702, -0.8328770887188068, 0.3746934784584617]",,"[-0.18170168697086847, -0.57351113187052, -0.3247133743818679]","[-0.29105483542030974, -0.5622786112375328, -0.25930441533493626]","[-0.3609938637399769, -0.6257453959143944, -0.05213573187228624]",3760,12272
1334,,,,,"[0.25372064763904634, -0.6198269368770881, 0.049544361077119334]","[0.18245001045277828, -0.6023053832396046, 0.11719112280040074]",,4480,2311
1335,"[0.14637169584768603, -0.675555759938106, -0.22790206315876738]","[0.0132247944721918, -0.7076372649763142, -0.2226956531594435]","[0.11829701757045752, -0.6961338819821923, -0.35861538685233424]","[0.14388858607224292, -0.6968230625111819, -0.01706666200516363]","[0.07614930356108345, -0.7536380230056278, 0.29487241942035414]","[-0.04581123942128487, -0.7019482980878416, 0.21122715894386562]",,4592,5508
1336,"[0.22436936127474505, -0.7443131641732953, 0.044681661144934146]","[0.06686538751555586, -0.7448487980910182, 0.03016512431034517]","[0.14860824352853086, -0.7770575574618898, 0.17789015221462515]","[0.24571391338288573, -0.6697371737951714, -0.17335277861670698]",,"[0.06446025693366185, -0.5896305511659111, -0.3383481781112169]","[0.01795610919838018, -0.6675842334907056, -0.1390149710550405]",6020,8419
1337,,,"[0.5498958572366173, -0.8664216922167735, 0.20949099208531635]",,,,,2997,4120
1338,"[0.04590454816746994, -0.7701013167496811, -0.16428723622448216]","[-0.07204866191563652, -0.766474091671377, -0.20997526363748087]","[0.06237890660246284, -0.77210572587532, -0.28669039981400696]","[-0.07342739908109158, -0.7730043175406753, 0.0033363268659591157]","[-0.2975661179687566, -0.7761067609790697, 0.20979915285197862]","[-0.3470095960081595, -0.7758568983182391, 0.10276902358413309]","[-0.22992923408872526, -0.7992960804135534, -0.09738009591640079]",2920,7549
1339,,,,,"[-0.08431070588114871, -0.6985247626390995, -0.16916424660196006]","[-0.18392935858221207, -0.7360411686293982, -0.10740749152030919]",,6585,10706
1340,,,,"[0.1853915126893219, -0.8259427180064347, 0.15329864243326882]","[-0.030602671611969782, -0.7744767416069668, -0.1503447790401175]","[-0.10983840026141338, -0.7581074304694327, -0.051118818520748614]",,6020,8276
1341,"[0.001062496665199418, -0.7861273972510088, -0.25225438224307933]","[-0.13618538830940505, -0.8167432951619121, -0.24917250272500152]","[-0.04511784080082717, -0.7220224595221227, -0.3351344640698688]","[0.035313875124156284, -0.9194799745122197, -0.1083935102340885]","[-0.004558088718588894, -0.9875271248693491, 0.14291610863660945]","[-0.08555295627087113, -0.9681894262500619, 0.08174984607774576]","[-0.18126242252473945, -0.8962433987385555, -0.11544419601802401]",3164,1920
1342,,,,,"[0.03407154612856563, -0.7162550897802052, 0.15067221101123765]",,,3148,9223
1343,"[0.2770858508028924, -0.5272565967275699, -0.24302304778838957]","[0.15128849246386575, -0.48509857159168546, -0.23984368560153901]","[0.5148735945499306, -0.8771632614880264, -0.5400912147626022]",,"[0.13920122576801647, -0.6910940525173151, 0.2370504189742914]","[0.02700332552765052, -0.6603266858230548, 0.16396109329942712]",,5002,13877
1344,,"[0.29337957233588735, -0.8177109923793279, 0.26807412139283376]","[0.5978400663429421, -1.0805031286240456, 0.5309962123235502]","[0.3499477081673367, -0.7506297295750389, 0.023198532058240205]","[0.09187540465015484, -0.652370213828491, -0.14931316984189105]","[0.0720692020094384, -0.6800260679320084, -0.06699179593874975]","[0.1809416727839006, -0.7687514650633739, 0.11806037854444842]",2949,9908
1345,"[-0.03425438666058487, -0.6463348456752097, 0.13103163956385178]","[-0.16548765511490404, -0.5811373267736633, 0.08800549196605119]","[-0.14311766375958462, -0.7303672278142608, 0.3020182160292376]",,"[-0.05618243875850686, -0.5841597559178737, -0.3383796129050865]","[-0.1290243037109305, -0.5335073762277884, -0.2591763435115313]","[-0.20182006255822085, -0.5794051932316079, -0.05170540813721468]",3610,13583
1346,,"[-0.0369293311503649, -0.5659054511734309, -0.21461116277412287]","[0.006834514218263513, -0.6060358532115384, -0.35803969141125647]","[0.12553949347268695, -0.6402812945468267, -0.056062551988104316]","[0.10146826215703775, -0.6617524420589019, 0.23266389722557693]","[-0.004410390506331283, -0.6518016471609207, 0.15129866362661767]",,3263,13025
1347,,"[-0.20923697035353067, 1.5595845326587874, -0.4562319954237781]",,"[0.1443886896539295, -0.5073782201547393, -0.10598592216632072]","[-0.07734649980580248, -0.7203874552872486, -0.43867629799246055]",,,5002,13944
1348,,,"[0.3789701949726331, -0.8573129509640208, 0.2584907400544067]","[0.2724997679726469, -0.7632816441052527, -0.11344945706936238]","[0.038152316462471504, -0.6940583786804767, -0.3020135033363798]","[0.012382384012291844, -0.7320524695704175, -0.22098537076727648]","[0.10363660133498138, -0.8093295887684497, -0.02835546687031297]",2949,9857
1349,"[0.08118730336656867, -0.6153827038861658, -0.2499072473982081]","[-0.05843549318630068, -0.5980622489759123, -0.2492052675802255]","[0.07245389709865967, -0.6514124721523754, -0.3898557732645673]","[0.06657366938684439, -0.6505409444272049, -0.03670628113585251]","[-0.021119898498511838, -0.6811872084899218, 0.25224339842498783]","[-0.14555175348942542, -0.6553107064615027, 0.15844942176155283]",,3760,12334
1350,,"[-0.21053351823986294, -0.9979432174297416, 0.03232769848759346]","[-0.04999789060047845, -1.080081119492839, 0.07675073701845174]","[-0.13430925239846586, -0.9476751301817806, -0.15816107657038153]","[-0.2625791765298262, -0.8097733616443112, -0.3803659396326136]","[-0.32421433408498745, -0.8214998346448674, -0.30352360407717505]","[-0.33133758286131154, -0.9031984500044759, -0.09618281469720143]",3164,1845
1351,"[0.0003388545052568573, -0.6868975300915978, -0.28877407118180176]","[-0.11696369032063189, -0.6853600992413235, -0.286024235492214]","[-0.0030516302756782468, -0.6821296864372459, -0.41684793061499603]","[-0.035571200023579067, -0.6920782698441023, -0.09355865017490965]","[-0.16132290966313645, -0.7027042931519757, 0.12778865311499935]","[-0.2634102792044653, -0.6902629989786926, 0.05245020645807085]",,2788,5846
1352,,"[-0.27869052186777793, -0.673280926832876, 0.2814239818203292]",,,"[-0.15261822796080277, -0.6345220499327768, -0.21752005943253305]","[-0.2510374532945614, -0.5769926943566805, -0.13532141246989926]","[-0.3229176889979758, -0.6350756198635872, 0.08183018800331056]",3760,12242
1353,"[0.13056826304044203, -0.5935481798804564, -0.22943602368218494]","[0.0015369334042062135, -0.6286414511101793, -0.2131878467460376]","[0.06334702774497321, -0.5973892168626109, -0.34030323574537064]",,"[0.0905179777346834, -0.7198564262392484, 0.27671026083546235]","[-0.006360092035365762, -0.6691991740868818, 0.17375340679724305]","[-0.05100463014797011, -0.640821278262469, -0.06481433577805312]",3610,13435
1354,"[-0.05070772179251232, -0.6709730267091979, -0.20681942007650206]","[-0.19297598537436855, -0.673607215545027, -0.20406035561173735]","[-0.08724424217486652, -0.6556177530747161, -0.31864198704587554]","[-0.05710156468359911, -0.7031495550744996, 0.01075689502588303]","[-0.06547242811173677, -0.7690793107727956, 0.30809721918715566]",,,3746,11479
1355,"[-0.1634017883071845, -0.6028997363223466, -0.2646874122645128]","[-0.2899279600495605, -0.5859302947309261, -0.2526633469734421]","[-0.2950943250941934, -0.7951950249343496, -0.48694912493805154]",,"[-0.24869426479237708, -0.737237662926903, 0.23528044835073011]","[-0.32245341014892326, -0.6821759447886991, 0.13693624591455456]",,5240,16271
1356,,,,,"[-0.05349677802764568, -0.6819321879434375, 0.0643698095473263]","[-0.1429342651756911, -0.6236993417757238, -0.014598122799490949]",,4124,8668
1357,"[-0.02240791186377764, -0.6392195504861038, 0.10922679176625347]","[-0.15831884065106153, -0.599667039037307, 0.07212083416791863]","[-0.12643121019650236, -0.6565205026829658, 0.24369725224682318]",,"[-0.030188935522362226, -0.6194261433705376, -0.36868395338314797]","[-0.10424210429415535, -0.5472529852302589, -0.2795259966869793]","[-0.1879687380924999, -0.6019556754492483, -0.07514839261883628]",3610,13557
1358,,,"[-0.1258577844592366, -0.31142236845775007, -0.05406765587780489]",,,,,5711,7990
1359,,,"[0.08072839923133703, -0.23046202265482732, 0.007684204378593285]",,"[-0.06394959417464205, -0.3879360067957664, -0.16876469642904782]","[-0.10891978214394432, -0.381466132536321, -0.07819631232849937]","[0.0015167478481045444, -0.47005265676833485, 0.12210262951465635]",3164,1885
1360,,"[-0.1509211500265675, -0.8690991903479965, 0.37440498236830255]",,"[-0.034640897200582034, -0.824673971989314, 0.09505664069857264]","[-0.26417083691612286, -0.7218534895342621, -0.1258341781373397]","[-0.30321112819897733, -0.7578514491155859, -0.02779946465676829]","[-0.25490837890642876, -0.900902835232831, 0.21915890462722637]",2949,9985
1361,,,,,"[-0.016513031709462108, -0.5280162775109158, 0.11136242298247212]","[-0.13371970657763696, -0.6085926459273331, 0.09107338829636652]",,4315,694
1362,,"[0.15270133515581782, -0.7105438446758836, 0.09554334759357545]","[0.3223477129110306, -0.7008609264770486, 0.19402486946746775]",,"[-0.06028080509087592, -0.7040259965696971, -0.39415096253559767]","[-0.1069040297326405, -0.625867093218967, -0.2655454992154042]","[-0.012125962390733198, -0.6637047929497317, -0.04773457452966111]",5711,7931
1363,"[0.28976583645006254, -0.5310984146119363, 0.15719427381572085]","[-0.010520388175117858, -0.5016710939956731, -0.02913419940025664]","[-29.789385727653904, 58.73227653674883, -33.41566815032774]","[0.20947262416123127, -0.511750443059696, -0.10384981875562112]","[0.10699998529263031, -0.6081993267118573, -0.38046324491831884]",,,5002,13931
1364,,"[0.02568657245468403, -0.6625980885389733, 0.09084053833479212]","[0.17644825379020063, -0.7330084493911974, 0.24664318031880655]","[0.09517858162949643, -0.6527524066783986, -0.14199069373571624]","[-0.06876049249554528, -0.7660265148115338, -0.4700181382839221]","[-0.10367459058296917, -0.5474344389210651, -0.27725815782771035]",,4592,5412
1365,,,,,"[0.11785362504302804, -0.7007919252342875, 0.06817852451810079]","[-0.0027355727332452518, -0.6756111294963162, 0.1068961704303408]",,4860,5096
1366,,,,"[0.04991127342094117, -0.7606141778143679, 0.22814387385780233]","[-0.0016342255040841653, -0.7856190219865758, -0.03654734435245719]","[-0.13100770885884647, -0.7554947844554415, 0.01989789537994445]","[-0.13499953910361343, -0.7624608118825934, 0.30799336303422553]",3148,9096
1367,,"[0.3576656915465462, -0.7233878388171524, 0.27572279443025544]",,,"[0.048444641889228826, -0.5166574525151204, -0.14361310054400406]",,"[0.16248196538014237, -0.649995611279055, 0.16265421405079472]",3771,12694
1368,,"[-0.15072420314745316, -0.6392336617942319, 0.23573294275440784]",,"[-0.014616433885285114, -0.6300470189350965, 0.027444452991032396]","[-0.07966004341067563, -0.5735041148108107, -0.21786382021593947]","[-0.15232580069050466, -0.5510845585702419, -0.14105462168519192]","[-0.21291795258141943, -0.6049367687770042, 0.07167181460055506]",2822,15936
1369,,,"[0.35843847441613674, -1.1838220882777104, 0.6077335356413758]","[0.11687540744389482, -0.7213636237944739, 0.02381790640125619]","[-0.12322582918042636, -0.6701853429116048, -0.15284848632930453]","[-0.143069444110855, -0.7095439644547195, -0.06284179449448511]",,2949,9983
1370,,,"[-0.010880986489022951, -0.9194536977137597, 0.42776290576626846]","[-0.09078044294576496, -0.7023226531242127, -0.027550820465993622]","[-0.3139372395635999, -0.645330906277028, -0.21011158303623184]","[-0.34291058720729933, -0.6684371519074217, -0.12673098821433218]","[-0.13299086010273445, -0.36204236742976803, 0.035909354796579376]",2949,9968
1371,"[-0.1318254363758483, -0.8850792021134621, -0.14375579542405378]","[-0.2575637830990627, -0.8748380582616361, -0.1837280087684992]","[-0.12063692190621146, -0.9067139306518842, -0.27048971787926884]","[-0.26108841474720307, -0.8976662487971016, 0.038794636978438074]","[-0.4838018611743364, -0.8547765782223126, 0.25549441940506384]",,"[-0.40392379846211435, -0.8678011760149547, -0.06471943851725373]",2920,7511
1372,"[0.008877082810656675, -0.6823499162453375, -0.35356795377245165]","[-0.11775612307116588, -0.6520755821261631, -0.3453657424969985]",,"[0.009328170493234905, -0.7185079424589838, -0.16454634145050492]","[-0.10070846249831378, -0.7666670558594216, 0.12479518189500431]","[-0.17340705466376372, -0.714588147859022, 0.024669050882619285]",,5240,16245
1373,,,,"[-0.084700126098778, -0.7883052641437384, 0.13427359793698077]","[-0.3247734244848272, -0.7319544432706888, -0.0728539984208648]","[-0.36532442497403306, -0.7728200347035767, 0.020866125354896497]",,2949,9956
1374,"[0.14451798777019917, -0.5620288532275278, -0.27090991077180787]","[0.016295392277805937, -0.5567013865663852, -0.2936237880984238]",,,"[-0.12405943825168098, -0.652542038742936, 0.1724341447900293]","[-0.1790789691996217, -0.6249481545051729, 0.06853122670178882]",,3771,12609
1375,,,,,"[-0.12398573144053832, -0.6177351356393231, 0.03822941045385666]","[-0.264143483364308, -0.7455705583037922, -0.03163208966363769]",,3621,6374
1376,,,,,"[0.01980595152201167, -1.0230314254688924, -0.07811443653691387]","[-0.05099413528764583, -0.7310572000645136, -0.14598796076015244]",,2773,1444
1377,"[-0.04400818936511876, -0.6654499997907317, 0.16625378647774278]","[-0.19620117615090119, -0.6645348052745342, 0.16494191888708246]","[-0.09804744195422221, -0.886097300682017, 0.40625671533981533]","[-0.05239619941967876, -0.639160976186541, -0.061991427239044015]","[-0.04170677678452905, -0.577663003993264, -0.298399284362957]","[-0.16212346695083588, -0.5837092598401302, -0.24240416261620618]","[-0.26310985827670086, -0.6298603174227028, -0.025711135957217853]",3746,11591
